"","stdistdecade","cycle","stateabrev","distnamez","distz","post","dem_share","dem_share_imputed","pres_dem_prop","pres_dem_prop_2012","pres_dem_prop_2016","pres_dem_prop_2020","pres_dem_prop_2024","incumb","gov_sen_dem_prop","party_winner","chamber"
"57","al1001",1976,"al","","1",0,NA,0.682954221809678,0.526760062790629,NA,NA,NA,NA,0,0.7761276162931,"d","state_house"
"58","al1001",1978,"al","","1",0,1,0.694446105213166,0.526760062790629,NA,NA,NA,NA,1,0.7761276162931,"d","state_house"
"59","al1001",1980,"al","","1",0,NA,0.646354392187273,0.526760062790629,NA,NA,NA,NA,0,0.7761276162931,"d","state_house"
"60","al1002",1982,"al","","1",0,NA,0.978060657238306,0.476629982428558,NA,NA,NA,NA,0,0.661697642975485,NA,"state_house"
"61","al1002",1984,"al","","1",0,NA,0.991462951270399,0.476629982428558,NA,NA,NA,NA,0,0.661697642975485,NA,"state_house"
"62","al1002",1986,"al","","1",0,0.707619394823186,0.706525642888018,0.476629982428558,NA,NA,NA,NA,1,0.661697642975485,"d","state_house"
"63","al1002",1988,"al","","1",0,NA,0.227179429146987,0.476629982428558,NA,NA,NA,NA,0,0.661697642975485,"d","state_house"
"64","al1002",1990,"al","","1",0,1,0.705881247978687,0.476629982428558,NA,NA,NA,NA,1,0.661697642975485,"d","state_house"
"65","al1003",1992,"al","","1",0,NA,0.565455251186309,0.460422515869141,NA,NA,NA,NA,0,NA,"d","state_house"
"66","al1003",1994,"al","","1",0,0.626856803327392,0.627145085482674,0.460422515869141,NA,NA,NA,NA,1,NA,"d","state_house"
"67","al1003",1996,"al","","1",0,NA,0.573401829474827,0.460422515869141,NA,NA,NA,NA,0,NA,"d","state_house"
"68","al1003",1998,"al","","1",0,0.601669316375199,0.602624262828235,0.460422515869141,NA,NA,NA,NA,1,NA,"d","state_house"
"69","al1003",2000,"al","","1",0,NA,0.553599850083174,0.460422515869141,NA,NA,NA,NA,0,NA,"d","state_house"
"70","al1004",2002,"al","","1",0,0.641526442307692,0.641142411110872,0.408237881258483,NA,NA,NA,NA,1,NA,"d","state_house"
"71","al1004",2004,"al","","1",0,NA,0.632026031807124,0.408237881258483,NA,NA,NA,NA,0,NA,"d","state_house"
"72","al1004",2006,"al","","1",0,0.65087841498336,0.648938370646594,0.408237881258483,NA,NA,NA,NA,0,NA,"d","state_house"
"73","al1004",2008,"al","","1",0,NA,0.584167736264288,0.408237881258483,NA,NA,NA,NA,0,NA,"d","state_house"
"74","al1004",2010,"al","","1",0,0.507378223495702,0.507320387614648,0.408237881258483,NA,NA,NA,NA,0,NA,"d","state_house"
"75","al1005",2012,"al","","1",0,NA,0.482400086125206,0.336786689590776,NA,0.32765388431178,0.345919494869771,NA,0,NA,"d","state_house"
"76","al1005",2014,"al","","1",0,0.485341679707877,0.484988061494423,0.336786689590776,NA,0.32765388431178,0.345919494869771,NA,0,NA,"r","state_house"
"77","al1005",2016,"al","","1",0,NA,0.496276152052683,0.336786689590776,NA,0.32765388431178,0.345919494869771,NA,0,NA,"r","state_house"
"78","al1005",2018,"al","","1",0,0,0.431583653994775,0.336786689590776,NA,0.32765388431178,0.345919494869771,NA,-1,NA,"r","state_house"
"79","al1005",2020,"al","","1",0,NA,0.412706850503975,0.336786689590776,NA,0.32765388431178,0.345919494869771,NA,0,NA,"r","state_house"
"80","al1006",2022,"al","","1",0,0,0.285110604632814,0.259238152259015,NA,NA,0.266476304518031,0.252,-1,NA,"r","state_house"
"81","al1006",2024,"al","","1",0,NA,0.30202069809394,0.259238152259015,NA,NA,0.266476304518031,0.252,0,NA,"r","state_house"
"82","al101001",1972,"al","","101",0,NA,0.459910489128665,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,NA,"state_house"
"83","al101001",1974,"al","","101",0,0.594217549534978,0.595318693307754,0.381199415505128,NA,NA,NA,NA,1,0.755345698376831,"d","state_house"
"84","al101001",1976,"al","","101",0,NA,0.513638175910167,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,"d","state_house"
"85","al101001",1978,"al","","101",0,0.339803067600833,0.34382123667854,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,"r","state_house"
"86","al101001",1980,"al","","101",0,NA,0.434424443582474,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,"r","state_house"
"87","al101002",1982,"al","","101",0,NA,0.936426664791038,0.375760423163846,NA,NA,NA,NA,0,0.480815576975004,NA,"state_house"
"88","al101002",1984,"al","","101",0,NA,0.945650723359617,0.375760423163846,NA,NA,NA,NA,0,0.480815576975004,NA,"state_house"
"89","al101002",1986,"al","","101",0,0.174250832408435,0.177270751093685,0.375760423163846,NA,NA,NA,NA,-1,0.480815576975004,"r","state_house"
"90","al101002",1988,"al","","101",0,NA,0.0773437854441971,0.375760423163846,NA,NA,NA,NA,0,0.480815576975004,"r","state_house"
"91","al101002",1990,"al","","101",0,0,0.339867129116037,0.375760423163846,NA,NA,NA,NA,-1,0.480815576975004,"r","state_house"
"92","al101003",1992,"al","","101",0,NA,0.452143723877826,0.261577069759369,NA,NA,NA,NA,0,NA,"r","state_house"
"93","al101003",1994,"al","","101",0,0.387075134168157,0.386974758016149,0.261577069759369,NA,NA,NA,NA,0,NA,"r","state_house"
"94","al101003",1996,"al","","101",0,NA,0.402756460860687,0.261577069759369,NA,NA,NA,NA,0,NA,"r","state_house"
"95","al101003",1998,"al","","101",0,0,0.347275502611538,0.261577069759369,NA,NA,NA,NA,-1,NA,"r","state_house"
"96","al101003",2000,"al","","101",0,NA,0.371199518035088,0.261577069759369,NA,NA,NA,NA,0,NA,"r","state_house"
"97","al101004",2002,"al","","101",0,0,0.447648458752119,0.327029158888038,NA,NA,NA,NA,0,NA,"r","state_house"
"98","al101004",2004,"al","","101",0,NA,0.348003331938596,0.327029158888038,NA,NA,NA,NA,0,NA,"r","state_house"
"99","al101004",2006,"al","","101",0,0.275484496124031,0.279290284078106,0.327029158888038,NA,NA,NA,NA,-1,NA,"r","state_house"
"100","al101004",2008,"al","","101",0,NA,0.37053331554051,0.327029158888038,NA,NA,NA,NA,0,NA,"r","state_house"
"101","al101004",2010,"al","","101",0,0,0.308888903328261,0.327029158888038,NA,NA,NA,NA,-1,NA,"r","state_house"
"102","al101005",2012,"al","","101",0,NA,0.499218253302654,0.371324850852687,NA,0.347324147775253,0.395325553930121,NA,0,NA,"r","state_house"
"103","al101005",2014,"al","","101",0,0,0.491639754672002,0.371324850852687,NA,0.347324147775253,0.395325553930121,NA,0,NA,"r","state_house"
"104","al101005",2016,"al","","101",0,NA,0.499,0.371324850852687,NA,0.347324147775253,0.395325553930121,NA,0,NA,"r","state_house"
"105","al101005",2018,"al","","101",0,0,0.447352138580537,0.371324850852687,NA,0.347324147775253,0.395325553930121,NA,-1,NA,"r","state_house"
"106","al101005",2020,"al","","101",0,NA,0.433426509192239,0.371324850852687,NA,0.347324147775253,0.395325553930121,NA,0,NA,"r","state_house"
"107","al101006",2022,"al","","101",0,0,0.393267464380599,0.372989777578073,NA,NA,0.390979555156145,0.355,-1,NA,"r","state_house"
"108","al101006",2024,"al","","101",0,NA,0.409722657111987,0.372989777578073,NA,NA,0.390979555156145,0.355,0,NA,"r","state_house"
"109","al102001",1972,"al","","102",0,NA,0.501735400788484,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,NA,"state_house"
"110","al102001",1974,"al","","102",0,0.558478533196675,0.560301442938704,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,"d","state_house"
"111","al102001",1976,"al","","102",0,NA,0.627321601323853,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,"d","state_house"
"112","al102001",1978,"al","","102",0,0.666923769121995,0.664493798616955,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,"d","state_house"
"113","al102001",1980,"al","","102",0,NA,0.592019158083253,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,"d","state_house"
"114","al102002",1982,"al","","102",0,NA,0.966718310533945,0.375760423163846,NA,NA,NA,NA,0,0.480815576975004,NA,"state_house"
"115","al102002",1984,"al","","102",0,NA,0.976699707630524,0.375760423163846,NA,NA,NA,NA,0,0.480815576975004,NA,"state_house"
"116","al102002",1986,"al","","102",0,0.637191041313465,0.633639734560902,0.375760423163846,NA,NA,NA,NA,1,0.480815576975004,"d","state_house"
"117","al102002",1988,"al","","102",0,NA,0.152932812812995,0.375760423163846,NA,NA,NA,NA,0,0.480815576975004,"d","state_house"
"118","al102002",1990,"al","","102",0,0.352602715094849,0.355366415050172,0.375760423163846,NA,NA,NA,NA,-1,0.480815576975004,"r","state_house"
"119","al102003",1992,"al","","102",0,NA,0.437703174949926,0.224286243319511,NA,NA,NA,NA,0,NA,"r","state_house"
"120","al102003",1994,"al","","102",0,0,0.2816442999867,0.224286243319511,NA,NA,NA,NA,-1,NA,"r","state_house"
"121","al102003",1996,"al","","102",0,NA,0.325805400692656,0.224286243319511,NA,NA,NA,NA,0,NA,"r","state_house"
"122","al102003",1998,"al","","102",0,0.235910997629035,0.239613839831292,0.224286243319511,NA,NA,NA,NA,-1,NA,"r","state_house"
"123","al102003",2000,"al","","102",0,NA,0.307010727476711,0.224286243319511,NA,NA,NA,NA,0,NA,"r","state_house"
"124","al102004",2002,"al","","102",0,0.222422119117508,0.225649617379363,0.237128739,NA,NA,NA,NA,0,NA,"r","state_house"
"125","al102004",2004,"al","","102",0,NA,0.246780362144994,0.237128739,NA,NA,NA,NA,0,NA,"r","state_house"
"126","al102004",2006,"al","","102",0,0.247140566541956,0.251064862479446,0.237128739,NA,NA,NA,NA,0,NA,"r","state_house"
"127","al102004",2008,"al","","102",0,NA,0.315239342061931,0.237128739,NA,NA,NA,NA,0,NA,"r","state_house"
"128","al102004",2010,"al","","102",0,0,0.246411440128253,0.237128739,NA,NA,NA,NA,-1,NA,"r","state_house"
"129","al102005",2012,"al","","102",0,NA,0.422436147991011,0.209142851687691,NA,0.1947121639346,0.223573539440782,NA,0,NA,"r","state_house"
"130","al102005",2014,"al","","102",0,0,0.374529316401572,0.209142851687691,NA,0.1947121639346,0.223573539440782,NA,0,NA,"r","state_house"
"131","al102005",2016,"al","","102",0,NA,0.383691889814571,0.209142851687691,NA,0.1947121639346,0.223573539440782,NA,0,NA,"r","state_house"
"132","al102005",2018,"al","","102",0,0,0.335202554442503,0.209142851687691,NA,0.1947121639346,0.223573539440782,NA,0,NA,"r","state_house"
"133","al102005",2020,"al","","102",0,NA,0.303072880235941,0.209142851687691,NA,0.1947121639346,0.223573539440782,NA,0,NA,"r","state_house"
"134","al102006",2022,"al","","102",0,0,0.228858431869615,0.18724548709533,NA,NA,0.203490974190661,0.171,-1,NA,"r","state_house"
"135","al102006",2024,"al","","102",0,NA,0.242025742704214,0.18724548709533,NA,NA,0.203490974190661,0.171,0,NA,"r","state_house"
"136","al103001",1972,"al","","103",0,NA,0.582205615543351,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,NA,"state_house"
"137","al103001",1974,"al","","103",0,1,0.710922121473526,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,"d","state_house"
"138","al103001",1976,"al","","103",0,NA,0.669229846274678,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,"d","state_house"
"139","al103001",1978,"al","","103",0,1,0.677534390713778,0.381199415505128,NA,NA,NA,NA,1,0.755345698376831,"d","state_house"
"140","al103001",1980,"al","","103",0,NA,0.598619174530779,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,"d","state_house"
"141","al103002",1982,"al","","103",0,NA,0.955984245786053,0.375760423163846,NA,NA,NA,NA,0,0.480815576975004,NA,"state_house"
"142","al103002",1984,"al","","103",0,NA,0.975142352860656,0.375760423163846,NA,NA,NA,NA,0,0.480815576975004,NA,"state_house"
"143","al103002",1986,"al","","103",0,1,0.586715686392037,0.375760423163846,NA,NA,NA,NA,1,0.480815576975004,"d","state_house"
"144","al103002",1988,"al","","103",0,NA,0.501,0.375760423163846,NA,NA,NA,NA,0,0.480815576975004,"d","state_house"
"145","al103002",1990,"al","","103",0,1,0.652149992570967,0.375760423163846,NA,NA,NA,NA,1,0.480815576975004,"d","state_house"
"146","al103003",1992,"al","","103",0,NA,0.646839975473988,0.774821996688843,NA,NA,NA,NA,0,NA,"d","state_house"
"147","al103003",1994,"al","","103",0,1,0.67674246729452,0.774821996688843,NA,NA,NA,NA,0,NA,"d","state_house"
"148","al103003",1996,"al","","103",0,NA,0.719582178617346,0.774821996688843,NA,NA,NA,NA,0,NA,"d","state_house"
"149","al103003",1998,"al","","103",0,1,0.787468402868469,0.774821996688843,NA,NA,NA,NA,1,NA,"d","state_house"
"150","al103003",2000,"al","","103",0,NA,0.747810890434287,0.774821996688843,NA,NA,NA,NA,0,NA,"d","state_house"
"151","al103004",2002,"al","","103",0,1,0.731039370123892,0.680277085783122,NA,NA,NA,NA,1,NA,"d","state_house"
"152","al103004",2004,"al","","103",0,NA,0.718332702681104,0.680277085783122,NA,NA,NA,NA,0,NA,"d","state_house"
"153","al103004",2006,"al","","103",0,1,0.755718567417344,0.680277085783122,NA,NA,NA,NA,1,NA,"d","state_house"
"154","al103004",2008,"al","","103",0,NA,0.729436990725501,0.680277085783122,NA,NA,NA,NA,0,NA,"d","state_house"
"155","al103004",2010,"al","","103",0,1,0.73320095955201,0.680277085783122,NA,NA,NA,NA,1,NA,"d","state_house"
"156","al103005",2012,"al","","103",0,NA,0.682255796827905,0.709312731862887,NA,0.700384505468811,0.718240958256964,NA,0,NA,"d","state_house"
"157","al103005",2014,"al","","103",0,0.730874494982406,0.72885501397245,0.709312731862887,NA,0.700384505468811,0.718240958256964,NA,0,NA,"d","state_house"
"158","al103005",2016,"al","","103",0,NA,0.735569143795886,0.709312731862887,NA,0.700384505468811,0.718240958256964,NA,0,NA,"d","state_house"
"159","al103005",2018,"al","","103",0,1,0.776646101416894,0.709312731862887,NA,0.700384505468811,0.718240958256964,NA,1,NA,"d","state_house"
"160","al103005",2020,"al","","103",0,NA,0.748052229978777,0.709312731862887,NA,0.700384505468811,0.718240958256964,NA,0,NA,"d","state_house"
"161","al103006",2022,"al","","103",0,1,0.698204093697326,0.65697560362173,NA,NA,0.668951207243461,0.645,1,NA,"d","state_house"
"162","al103006",2024,"al","","103",0,NA,0.692632203909148,0.65697560362173,NA,NA,0.668951207243461,0.645,0,NA,"d","state_house"
"163","al104001",1972,"al","","104",0,NA,0.671964569956537,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,NA,"state_house"
"164","al104001",1974,"al","","104",0,0.830740593006249,0.829003547166843,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,"d","state_house"
"165","al104001",1976,"al","","104",0,NA,0.737198988454971,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,"d","state_house"
"166","al104001",1978,"al","","104",0,1,0.654288816826987,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,"d","state_house"
"167","al104001",1980,"al","","104",0,NA,0.604665404854179,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,"d","state_house"
"168","al104002",1982,"al","","104",0,NA,0.967613006784415,0.375760423163846,NA,NA,NA,NA,0,0.480815576975004,NA,"state_house"
"169","al104002",1984,"al","","104",0,NA,0.976813038377154,0.375760423163846,NA,NA,NA,NA,0,0.480815576975004,NA,"state_house"
"170","al104002",1986,"al","","104",0,0.502382978723404,0.504282495866082,0.375760423163846,NA,NA,NA,NA,1,0.480815576975004,"d","state_house"
"171","al104002",1988,"al","","104",0,NA,0.181423638995802,0.375760423163846,NA,NA,NA,NA,0,0.480815576975004,"d","state_house"
"172","al104002",1990,"al","","104",0,0.527303153073807,0.527107501847042,0.375760423163846,NA,NA,NA,NA,0,0.480815576975004,"d","state_house"
"173","al104003",1992,"al","","104",0,NA,0.473479268687242,0.27557185292244,NA,NA,NA,NA,0,NA,"d","state_house"
"174","al104003",1994,"al","","104",0,0.406560166367331,0.406171252199668,0.27557185292244,NA,NA,NA,NA,0,NA,"r","state_house"
"175","al104003",1996,"al","","104",0,NA,0.43782240314996,0.27557185292244,NA,NA,NA,NA,0,NA,"r","state_house"
"176","al104003",1998,"al","","104",0,0.386083150984683,0.385723346228107,0.27557185292244,NA,NA,NA,NA,-1,NA,"r","state_house"
"177","al104003",2000,"al","","104",0,NA,0.39392539471578,0.27557185292244,NA,NA,NA,NA,0,NA,"r","state_house"
"178","al104004",2002,"al","","104",0,0.26768968456948,0.271207746339369,0.255261422062922,NA,NA,NA,NA,0,NA,"r","state_house"
"179","al104004",2004,"al","","104",0,NA,0.388808969096002,0.255261422062922,NA,NA,NA,NA,0,NA,"r","state_house"
"180","al104004",2006,"al","","104",0,0,0.374198168083195,0.255261422062922,NA,NA,NA,NA,-1,NA,"r","state_house"
"181","al104004",2008,"al","","104",0,NA,0.399777097927301,0.255261422062922,NA,NA,NA,NA,0,NA,"r","state_house"
"182","al104004",2010,"al","","104",0,0,0.291205935989966,0.255261422062922,NA,NA,NA,NA,-1,NA,"r","state_house"
"183","al104005",2012,"al","","104",0,NA,0.455660119913508,0.297422347146584,NA,0.273584139107825,0.321260555185344,NA,0,NA,"r","state_house"
"184","al104005",2014,"al","","104",0,0,0.414166359522931,0.297422347146584,NA,0.273584139107825,0.321260555185344,NA,0,NA,"r","state_house"
"185","al104005",2016,"al","","104",0,NA,0.41110779353792,0.297422347146584,NA,0.273584139107825,0.321260555185344,NA,0,NA,"r","state_house"
"186","al104005",2018,"al","","104",0,0.314860092366205,0.318828887185072,0.297422347146584,NA,0.273584139107825,0.321260555185344,NA,-1,NA,"r","state_house"
"187","al104005",2020,"al","","104",0,NA,0.343976738717368,0.297422347146584,NA,0.273584139107825,0.321260555185344,NA,0,NA,"r","state_house"
"188","al104006",2022,"al","","104",0,0,0.39413727552561,0.37621163256746,NA,NA,0.374423265134921,0.378,-1,NA,"r","state_house"
"189","al104006",2024,"al","","104",0,NA,0.412028297540463,0.37621163256746,NA,NA,0.374423265134921,0.378,0,NA,"r","state_house"
"190","al105001",1972,"al","","105",0,NA,0.588990249242151,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,NA,"state_house"
"191","al105001",1974,"al","","105",0,1,0.719773226684507,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,"d","state_house"
"192","al105001",1976,"al","","105",0,NA,0.672051810219483,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,"d","state_house"
"193","al105001",1978,"al","","105",0,1,0.612822885925474,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,"d","state_house"
"194","al105001",1980,"al","","105",0,NA,0.567996598686708,0.381199415505128,NA,NA,NA,NA,0,0.755345698376831,"d","state_house"
"195","al105002",1982,"al","","105",0,NA,0.965604195920307,0.375760423163846,NA,NA,NA,NA,0,0.480815576975004,NA,"state_house"
"196","al105002",1984,"al","","105",0,NA,0.9764202002976,0.375760423163846,NA,NA,NA,NA,0,0.480815576975004,NA,"state_house"
"197","al105002",1986,"al","","105",0,1,0.577849611935799,0.375760423163846,NA,NA,NA,NA,1,0.480815576975004,"d","state_house"
"198","al105002",1988,"al","","105",0,NA,0.501,0.375760423163846,NA,NA,NA,NA,0,0.480815576975004,"d","state_house"
"199","al105002",1990,"al","","105",0,0.580114365736959,0.581033750739851,0.375760423163846,NA,NA,NA,NA,1,0.480815576975004,"d","state_house"
"200","al105003",1992,"al","","105",0,NA,0.50586671636275,0.292255461215973,NA,NA,NA,NA,0,NA,"d","state_house"
"201","al105003",1994,"al","","105",0,0.45958240989152,0.459539915543113,0.292255461215973,NA,NA,NA,NA,0,NA,"r","state_house"
"202","al105003",1996,"al","","105",0,NA,0.473276761490215,0.292255461215973,NA,NA,NA,NA,0,NA,"r","state_house"
"203","al105003",1998,"al","","105",0,0.425589738015002,0.424866979415789,0.292255461215973,NA,NA,NA,NA,-1,NA,"r","state_house"
"204","al105003",2000,"al","","105",0,NA,0.426114827813471,0.292255461215973,NA,NA,NA,NA,0,NA,"r","state_house"
"205","al105004",2002,"al","","105",0,0,0.457242154010677,0.255912510352375,NA,NA,NA,NA,0,NA,"r","state_house"
"206","al105004",2004,"al","","105",0,NA,0.445340508982841,0.255912510352375,NA,NA,NA,NA,0,NA,"r","state_house"
